ticker,name,sector,category,ltp,closing_price,ycp,open_price,day_high,day_low,week52_high,week52_low,pe_ratio,eps,nav,dividend_yield,market_cap_mn,volume,trades,total_shares,paid_up_capital_mn,authorized_capital_mn,change_pct,beta,return_1d,return_15d,return_1m,return_6m,return_1y,listing_year,latest_dividend,status,updated_at,face_value,mean_1y,mean_3y,mean_5y,median_1y,median_3y,median_5y,percentile_5y,z_score_5y,price_vs_median_5y,actual_return_1y,actual_return_3y,actual_return_5y,volatility_annual,max_drawdown_5y
AAMRANET,aamra networks limited,IT Sector,Z,20.6,20.6,20.8,20.8,20.9,20.5,23.7,14.5,8.46,2.46,37.01,2.99,1915.3861872,216008,294,92979912,929.8,1000.0,-0.96,1.3,-1.9,0.0,29.56,30.0,11.83,2017,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,18.26,30.21,38.03,17.7,24.35,37.14,21.7,-1.04,0.555,11.96,-68.01,-49.38,35.58,-82.33
AAMRATECH,aamra technologies limited,IT Sector,Z,20.0,20.0,19.8,19.8,20.1,19.1,20.2,9.5,0.0,-0.12,21.73,0.47,1294.14884,211381,241,64707442,647.07,1000.0,1.01,1.3,15.61,18.34,57.48,75.22,53.49,2012,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,13.08,19.27,25.17,12.6,17.0,26.7,36.0,-0.53,0.749,55.04,-40.12,-24.29,45.1,-81.56
ABB1STMF,AB Bank 1st Mutual fund,Mutual Funds,A,4.0,4.0,3.8,3.8,4.1,3.8,4.4,2.2,0.0,-2.0,8.07,0.0,956.361584,5109628,449,239090396,2390.9,0.0,5.26,1.44,8.11,21.21,25.0,52.0,2.7,2012,5% 2023,Active,2026-07-30T09:27:36.187564,10.0,3.09,3.79,4.49,3.1,3.5,4.9,38.8,-0.43,0.816,8.11,-23.08,-48.72,52.13,-69.23
ABBANK,AB Bank PLC.,Bank,Z,5.0,5.0,5.1,5.1,5.1,4.9,7.7,3.4,0.0,-43.42,-36.24,0.0,4478.473745,837737,280,895694749,8956.95,15000.0,-1.96,1.85,2.04,0.0,-5.66,18.6,-27.14,1983,2% 2021,Active,2026-07-30T09:27:36.187564,10.0,5.21,7.36,9.02,5.0,7.2,9.7,9.1,-1.4,0.515,-28.57,-48.45,-63.5,53.45,-78.44
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,0.0,0.0,1060.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,0,5710936,5710.94,0.0,0.0,0.0,-1.85,0.95,6.0,6.0,17.78,2023,-,,2026-07-30T09:27:36.187564,1000.0,946.85,963.34,963.34,965.5,988.5,988.5,97.0,1.42,1.072,17.78,5.47,5.47,44.43,-20.55
ACFL,Aman Cotton Fibrous PLC.,Textile,A,24.3,24.3,24.6,24.6,24.6,23.9,25.7,16.5,117.14,0.21,33.63,6.58,2450.2499919,156281,191,100833333,1008.33,2000.0,-1.22,0.67,2.1,1.25,32.79,43.02,32.26,2018,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,19.32,19.59,23.76,18.5,18.5,23.7,52.4,0.08,1.025,27.23,-8.3,-50.2,27.28,-71.31
ACHIASF,Achia Sea Foods Limited,SME Sector,Y,31.6,31.4,31.2,31.0,31.6,31.0,54.0,29.8,0.0,1.1,16.92,2.37,1180.4601544000002,13634,35,37356334,373.56,1000.0,0.64,0.3,0.32,-13.74,-3.38,-39.3,-21.01,2022,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,40.09,34.9,32.7,39.8,34.8,31.2,51.4,-0.13,1.013,-21.11,28.16,185.45,47.98,-66.28
ACI,Advanced Chemical Industries PLC,Pharmaceuticals and Chemicals,A,200.8,200.2,201.8,202.8,202.8,199.2,231.0,165.1,0.0,-7.4,91.64,1.33,17636.6340744,36692,450,87831843,878.32,3000.0,-0.79,0.89,-3.7,-0.84,3.3,-2.93,4.99,1976,25% 2025,Active,2026-07-30T09:27:36.187564,10.0,194.16,174.02,197.25,194.45,179.8,210.75,43.1,0.09,0.953,3.89,-11.52,-2.63,25.54,-64.05
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals and Chemicals,A,172.1,172.1,168.6,167.3,174.3,166.0,189.2,115.0,21.48,7.85,75.51,1.97,8131.725,212294,1137,47250000,472.5,500.0,2.08,1.07,-0.69,11.46,22.14,26.58,26.1,2008,25% 2025,Active,2026-07-30T09:27:36.187564,10.0,140.99,136.47,146.49,139.75,135.5,152.05,95.7,1.52,1.132,27.67,11.03,10.66,30.12,-50.45
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals and Chemicals,A,83.6,83.6,83.2,83.4,84.1,82.7,88.7,68.6,7.25,11.48,126.37,4.85,17689.90212,268996,659,211601700,2116.02,5000.0,0.48,0.93,-3.24,1.46,10.14,11.68,7.08,2016,35% 2025,Active,2026-07-30T09:27:36.187564,10.0,77.31,77.44,81.95,76.6,76.3,85.0,46.1,0.21,0.984,6.77,-1.76,9.28,18.08,-43.72
ACMEPL,ACME Pesticides Limited,Pharmaceuticals and Chemicals,B,23.9,23.9,23.9,24.0,24.0,23.5,27.8,12.5,0.0,-1.14,16.41,0.01,3226.5,2574149,1301,135000000,1350.0,1500.0,0.0,0.74,3.91,3.02,5.75,54.19,59.33,2021,0.01% 2025,Active,2026-07-30T09:27:36.187564,10.0,18.76,19.14,24.68,16.8,16.5,23.75,50.3,-0.08,1.006,57.24,-32.49,117.27,48.9,-74.26
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals and Chemicals,Z,7.0,6.9,6.9,6.9,7.0,6.8,10.3,4.7,62.73,0.11,22.07,0.12,1679.55606,198677,89,239936580,2399.37,3000.0,0.0,1.21,1.47,-1.43,6.15,23.21,-21.59,2010,0.25% 2022,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,7.03,10.68,15.2,6.8,8.7,15.9,12.2,-1.22,0.44,-21.59,-64.25,-73.46,45.21,-85.12
ADNTEL,ADN Telecom Limited,IT Sector,A,67.8,67.2,67.7,67.7,67.9,67.0,89.0,50.4,26.55,2.55,32.82,1.43,4383.3829548,162844,523,64651666,646.52,2000.0,-0.74,1.33,-4.0,-1.9,11.63,9.02,-12.31,2019,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,64.75,87.17,87.86,62.65,84.45,81.8,35.9,-0.72,0.829,-12.5,-49.96,23.53,34.48,-68.23
ADVENT,Advent Pharma Limited,Pharmaceuticals and Chemicals,Z,15.9,15.9,15.8,15.7,16.0,15.6,17.2,11.5,21.94,0.72,16.43,0.37,1480.8104388,382489,175,93132732,931.33,1000.0,0.63,0.91,0.63,-1.24,18.66,11.27,1.28,2018,0.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,14.43,19.01,21.82,14.2,16.3,23.4,25.3,-1.07,0.679,0.0,-35.63,-42.28,27.73,-65.42
AFCAGRO,AFC Agro Biotech Ltd.,Pharmaceuticals and Chemicals,Z,7.2,7.2,7.3,7.2,7.3,7.1,9.0,4.0,33.18,0.22,18.19,0.2,829.55664,66562,62,115216200,1152.16,3000.0,-1.37,1.58,0.0,-13.25,9.09,43.14,-8.75,2014,0.50% 2022,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,6.73,10.73,16.98,7.0,9.0,14.6,12.1,-1.09,0.493,-8.86,-69.36,-78.38,52.37,-89.15
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,30.7,30.7,30.9,31.0,31.0,30.3,40.3,26.4,0.0,-1.37,47.57,3.38,3240.2313465,71507,215,105544995,1055.45,3000.0,-0.65,1.13,-2.23,-2.23,9.64,1.6400000000000001,-14.64,1987,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,32.47,33.54,31.05,31.85,33.2,29.32,56.9,-0.06,1.047,-14.25,14.98,-2.32,35.43,-59.77
AGNISYSL,Agni Systems PLC.,IT Sector,B,32.5,32.5,32.6,34.9,34.9,32.3,35.9,18.1,40.25,0.81,16.95,0.92,2358.07624,992665,722,72556192,725.56,1000.0,-0.31,1.23,0.93,7.26,31.05,55.98,23.48,2003,2.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,24.65,26.44,25.42,24.2,26.25,24.8,93.7,2.04,1.31,24.05,18.61,26.46,36.27,-54.37
AGRANINS,Agrani Insurance PLC.,Insurance,A,30.3,30.3,31.1,31.3,31.4,30.0,32.9,17.5,172.78,0.18,19.42,0.0,1091.3665494000002,480491,688,36018698,360.19,500.0,-2.57,1.17,-3.5,13.91,34.07,26.94,20.54,2005,6% 2024,Active,2026-07-30T09:27:36.187564,10.0,24.48,27.96,32.77,24.1,26.04,32.84,44.4,-0.28,0.923,14.34,-21.72,-42.72,37.95,-67.47
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,6.5,6.5,6.4,6.4,6.7,6.3,7.2,2.8,128.0,0.05,10.06,0.82,650.0,3114129,499,100000000,1000.0,0.0,1.56,0.96,10.17,51.16,62.5,88.24,12.28,2011,0.60% 2023,Active,2026-07-30T09:27:36.187564,10.0,4.1,6.33,7.03,4.0,6.9,7.3,24.0,-0.3,0.89,14.04,-10.96,-32.29,48.75,-69.7
AIL,Alif Industries Limited,Textile,Z,37.9,37.9,38.1,37.5,38.6,37.5,63.3,26.2,16.14,2.36,24.56,0.92,1844.8520465,70716,182,48676835,486.76,4000.0,-0.52,1.22,-0.26,12.13,14.16,40.59,-18.42,2017,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,39.28,65.87,59.72,37.2,69.0,49.4,12.1,-0.96,0.767,-21.37,-54.73,0.46,42.57,-78.6
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,101.7,101.7,101.9,102.1,103.3,100.2,187.5,92.1,10.12,10.07,18.52,0.33,2267.7624333000003,104793,600,22298549,222.99,500.0,-0.2,0.92,-7.96,-1.74,1.5,-14.37,-24.41,1983,5% 2024,Active,2026-07-30T09:27:36.187564,10.0,127.11,136.42,129.2,128.4,132.1,132.1,18.7,-0.88,0.77,-24.94,-50.75,122.54,39.51,-56.07
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,17.1,17.1,17.4,17.4,17.4,17.1,19.5,12.0,26.36,0.66,20.85,0.0,19693.928292300003,668864,285,1151691713,11516.92,15000.0,-1.72,0.78,6.21,10.32,14.77,33.85,0.0,1998,10% 2023,Active,2026-07-30T09:27:36.187564,10.0,15.74,19.76,21.43,16.0,21.0,22.57,17.5,-1.27,0.758,-1.72,-25.19,-20.9,41.96,-55.73
ALIF,Alif Manufacturing Company Ltd.,Textile,Z,5.6,5.6,5.7,5.7,5.7,5.5,6.2,3.2,17.27,0.33,15.15,1.28,1455.5913231999998,380183,131,259927022,2599.27,5000.0,-1.75,1.35,0.0,3.7,0.0,50.0,-3.39,1997,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,4.91,7.79,10.43,5.1,7.0,11.85,16.5,-1.14,0.473,-5.08,-57.89,-61.11,45.83,-85.46
ALLTEX,Alltex Industries Ltd.,Textile,Z,20.4,20.4,19.3,19.4,20.8,19.3,19.9,10.3,0.0,-0.18,24.77,0.0,1141.7472,650158,487,55968000,559.68,1000.0,5.7,0.74,9.68,17.24,36.0,41.91,82.08,1996,1% 2022,Active,2026-07-30T09:27:36.187564,10.0,14.39,14.11,16.82,13.7,13.8,16.6,80.3,0.78,1.229,87.16,16.57,36.0,36.7,-69.42
AMANFEED,Aman Feed PLC.,Miscellaneous,A,38.1,38.1,38.3,38.3,38.5,37.8,40.0,21.2,174.09,0.22,28.03,4.77,4989.97224,955805,774,130970400,1309.7,1500.0,-0.52,1.11,4.1,12.06,43.23,63.68,56.97,2015,11.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,26.56,27.36,33.96,24.6,26.15,33.5,81.1,0.36,1.137,54.88,13.73,-49.0,36.13,-73.62
AMBEEPHA,Ambee Pharmaceuticals PLC,Pharmaceuticals and Chemicals,A,819.9,813.0,817.8,815.1,823.7,806.0,895.0,681.0,370.05,2.21,13.47,0.12,1967.76,457,64,2400000,24.0,300.0,-0.59,0.47,2.78,7.47,8.0,14.35,-0.39,1986,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,774.61,779.52,663.36,774.15,773.35,710.7,84.8,1.02,1.154,-1.5,53.31,88.15,20.03,-45.5
AMCL(PRAN),Agricultural Marketing Company Ltd. (Pran),Food and Allied,A,228.0,226.4,226.7,230.0,230.0,225.2,255.5,194.9,45.25,5.01,92.88,1.54,1824.0,7321,146,8000000,80.0,500.0,-0.13,0.64,-4.83,1.75,6.69,7.14,2.95,1996,32% 2025,Active,2026-07-30T09:27:36.187564,10.0,218.37,227.12,248.52,215.25,220.3,246.4,37.0,-0.52,0.925,2.03,-14.11,11.75,22.13,-50.16
AMPL,Al-Madina Pharmaceuticals Limited,SME Sector,Y,83.9,83.9,90.6,97.1,97.1,83.2,110.0,25.7,0.0,0.58,20.61,3.82,1711.56,17967,206,20400000,204.0,300.0,-7.4,0.78,-13.95,-7.19,53.94,111.19,140.32,2023,12% 2025,Active,2026-07-30T09:27:36.187564,10.0,48.57,39.6,39.65,38.6,36.3,36.6,95.3,2.96,2.292,120.79,79.66,334.72,60.03,-56.69
ANLIMAYARN,Anlimayarn Dyeing Ltd.,Textile,Z,34.1,34.1,33.7,33.3,34.4,33.1,37.5,15.1,0.0,-2.99,5.63,0.0,609.29198,147226,260,17867800,178.68,200.0,1.19,0.89,-4.75,4.28,73.1,86.19,54.59,1997,2% 2021,Active,2026-07-30T09:27:36.187564,10.0,22.45,27.23,31.26,20.0,24.0,32.9,55.3,0.37,1.036,55.0,-5.54,-14.96,45.67,-68.11
ANWARGALV,Anwar Galvanizing Ltd.,Engineering,A,113.1,113.1,113.2,114.4,114.4,112.8,127.6,56.2,0.0,-12.32,1.38,0.0,3414.158748,153417,786,30187080,301.87,500.0,-0.09,1.2,-3.08,-3.5,13.1,29.67,65.5,1996,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,92.56,115.94,157.87,92.35,98.2,190.11,34.0,-0.69,0.595,63.44,-46.98,-32.63,56.17,-83.21
AOL,Associated Oxygen Limited,Fuel and Power,Z,17.7,17.7,17.6,17.6,17.8,17.5,19.9,12.5,10.54,1.67,18.56,2.04,1943.1414,212742,118,109782000,1097.82,4000.0,0.57,0.93,2.31,-3.8,12.03,24.82,14.29,2020,10% 2022,Active,2026-07-30T09:27:36.187564,10.0,15.67,20.08,27.98,15.5,16.4,29.45,34.3,-0.89,0.601,14.94,-51.51,-63.29,36.19,-80.35
AOPLC,Agro Organica PLC,SME Sector,Y,10.0,10.0,9.9,10.3,10.3,9.9,13.9,7.4,0.0,1.3,13.56,0.0,433.0,21504,34,43300000,433.0,1000.0,1.01,0.86,-1.96,-9.09,-8.26,-5.71,-23.26,2023,-,Active,2026-07-30T09:27:36.187564,10.0,10.64,21.81,21.81,10.6,14.1,14.1,10.9,-0.81,0.709,-21.88,-70.5,-70.5,56.31,-87.82
APEXFOODS,Apex Foods Limited,Food and Allied,A,281.1,281.1,282.9,283.0,284.0,280.1,313.9,195.0,44.13,6.41,126.05,1.03,1602.9446400000002,12629,296,5702400,57.02,150.0,-0.64,0.75,-5.42,-0.25,7.66,21.68,29.3,1981,20% 2025,Active,2026-07-30T09:27:36.187564,10.0,244.85,257.26,248.68,239.95,242.65,235.7,74.1,0.46,1.193,28.01,-32.02,92.4,38.38,-65.85
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,217.7,217.7,217.2,216.0,218.8,216.0,267.0,169.5,25.2,8.62,436.68,1.23,4278.4681142,95746,636,19653046,196.53,500.0,0.23,0.56,-0.46,5.89,12.22,19.01,23.69,1993,25% 2025,Active,2026-07-30T09:27:36.187564,10.0,192.08,180.45,179.34,190.05,180.97,177.44,97.6,2.07,1.227,21.81,13.78,66.51,23.44,-41.67
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,369.3,369.3,369.9,369.9,371.4,365.0,440.0,125.4,102.75,3.6,83.11,2.24,3102.12,36328,518,8400000,84.0,300.0,-0.16,0.66,-6.44,-7.54,7.45,85.04,162.15,1994,20% 2025,Active,2026-07-30T09:27:36.187564,10.0,228.69,149.59,142.83,191.35,119.15,129.6,97.3,3.65,2.85,150.88,176.63,190.79,55.14,-56.24
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,103.1,103.1,103.2,104.4,104.4,102.5,129.5,51.1,0.0,-14.62,30.19,0.0,1571.244,61081,287,15240000,152.4,500.0,-0.1,0.68,-4.71,-1.9,9.1,37.05,45.76,1985,5% 2024,Active,2026-07-30T09:27:36.187564,10.0,77.8,82.05,99.64,74.5,81.0,99.6,56.7,0.13,1.035,42.21,-0.96,-10.58,51.0,-71.07
APEXWEAV,Apex Weaving and Finishing Mills Ltd.,SME Sector,Y,10.6,10.4,10.2,10.1,10.6,9.9,14.7,4.3,0.0,-0.39,-16.68,0.0,411.81,99171,101,38850000,388.5,750.0,1.96,0.96,-5.45,-20.61,42.47,54.55,52.24,2021,-,Active,2026-07-30T09:27:36.187564,10.0,7.24,10.01,13.5,6.6,7.7,12.1,46.6,-0.35,0.876,62.5,-49.02,-27.78,65.95,-91.15
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,3.3,3.3,3.3,3.3,3.4,3.2,4.8,1.3,0.0,-0.82,0.7,0.0,1324.31838,748235,232,401308600,4013.09,5000.0,0.0,1.6,13.79,0.0,3.12,94.12,-2.94,2013,5% 2016,Closed,2026-07-30T09:27:36.187564,10.0,2.79,4.15,6.1,2.9,3.7,5.6,14.6,-0.99,0.589,-2.94,-59.76,-69.16,70.49,-90.48
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,0.0,0.0,1116.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,0,200000,250.0,30000.0,0.0,0.3,0.0,-5.9,-1.24,-50.54,-56.24,2020,-,,2026-07-30T09:27:36.187564,1250.0,1776.43,2710.06,4390.16,1546.25,2550.0,5247.5,0.8,-2.22,0.213,-57.0,-79.71,-78.73,54.93,-79.98
ARAMIT,Aramit Limited,Miscellaneous,A,209.8,209.5,205.4,204.2,212.0,204.2,270.5,156.0,98.28,2.09,136.1,0.84,1258.8,24550,276,6000000,60.0,100.0,2.0,0.83,1.55,-0.66,22.66,22.48,3.5300000000000002,1984,20% 2024,Active,2026-07-30T09:27:36.187564,10.0,191.46,209.07,248.55,187.4,204.2,259.0,31.9,-0.6,0.81,3.2,-20.07,-35.4,37.57,-65.86
ARAMITCEM,Aramit Cement Limited,Cement,Z,12.4,12.4,12.5,12.6,12.7,12.3,15.0,7.6,0.0,-14.47,-18.9,0.0,420.112,70847,110,33880000,338.8,500.0,-0.8,1.56,-3.12,5.08,18.1,17.92,-5.3,1998,5% 2022,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,11.17,16.04,23.36,11.5,12.9,23.1,23.5,-0.91,0.537,-4.62,-48.97,-79.47,51.29,-87.56
ARGONDENIM,Argon Denims Limited,Textile,A,25.6,25.6,25.2,25.0,25.9,24.4,25.5,15.8,15.0,1.68,24.57,6.37,3555.5483136000003,7706571,2507,138888606,1389.0,2000.0,1.59,0.94,19.63,29.29,51.48,49.11,41.57,2013,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,18.34,17.52,18.22,17.9,17.6,18.2,99.5,3.86,1.407,43.02,40.66,-2.96,30.97,-45.64
ASIAINS,Asia Insurance PLC.,Insurance,A,43.1,43.1,43.2,43.8,43.9,42.7,47.6,24.4,20.67,2.09,30.55,3.68,2028.7108798,336940,577,47069858,470.69,1000.0,-0.23,1.44,-4.86,-1.15,9.95,13.98,54.29,2009,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,34.06,36.08,48.39,32.3,32.7,48.9,43.6,-0.25,0.881,53.93,-22.34,-55.98,44.03,-81.87
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,48.2,48.2,46.4,47.3,48.8,47.3,50.4,27.7,18.49,2.51,25.29,4.59,2041.2700000000002,1034039,1076,42350000,423.5,1000.0,3.88,1.16,0.42,6.17,27.51,13.73,38.51,2006,14% 2025,Active,2026-07-30T09:27:36.187564,10.0,36.92,39.84,45.37,35.75,37.5,44.7,63.1,0.25,1.078,42.18,-22.13,-31.24,41.1,-63.16
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals and Chemicals,A,124.0,124.0,126.3,125.0,126.5,123.2,146.9,43.4,101.85,1.24,55.33,2.58,15176.78842,581323,1156,122393455,1223.93,2000.0,-1.82,0.88,-10.34,-2.75,16.1,119.65,178.81,2024,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,76.9,56.16,56.16,60.65,48.6,48.6,93.6,2.44,2.551,174.34,463.64,463.64,46.24,-63.37
ATCSLGF,Asian Tiger Sandhani Life Growth Fund,Mutual Funds,A,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.31,0.0,0.0,0,0,61786050,617.86,0.0,0.0,0.0,0.0,0.0,0.0,-86.96,-83.44,2015,5% 2022,Active,2026-07-30T09:27:36.187564,10.0,6.65,8.36,8.84,6.6,9.3,9.7,31.7,-0.75,0.773,-6.25,-21.87,-48.28,38.6,-63.45
ATLASBANG,Atlas Bangladesh Ltd.,Engineering,Z,92.0,92.5,93.0,93.1,95.0,92.0,102.0,44.2,0.0,-1.23,121.0,0.0,3047.693936,11147,109,33127108,331.27,1000.0,-0.54,0.99,-1.07,31.95,27.24,76.81,60.9,1988,5% 2020,Active,2026-07-30T09:27:36.187564,10.0,63.73,63.93,80.85,62.45,60.5,71.5,58.2,0.45,1.287,52.89,-11.23,-23.24,46.31,-65.1
AZIZPIPES,Aziz Pipes Ltd.,Engineering,Z,75.4,75.4,75.3,76.0,76.9,73.6,84.5,35.8,0.0,-10.12,-47.37,0.0,403.17322500000006,25238,166,5347125,53.47,500.0,0.13,1.3,-3.58,-5.16,27.58,84.56,43.43,1986,1% 2020,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,54.03,67.71,82.13,50.4,57.55,86.85,42.4,-0.25,0.868,41.46,-30.83,-28.26,48.66,-77.43
BANGAS,Bangas Ltd.,Food and Allied,B,137.4,137.2,137.6,137.5,138.8,136.5,157.0,93.0,491.43,0.28,21.02,0.3,1047.6259482,53812,423,7624643,76.25,500.0,-0.29,1.36,-2.35,0.37,2.69,16.71,32.31,1984,3% 2025,Active,2026-07-30T09:27:36.187564,10.0,123.99,113.52,119.19,124.45,115.0,119.3,90.1,1.22,1.152,29.8,1.63,10.29,40.71,-50.0
BANKASIA,Bank Asia PLC.,Bank,A,18.0,18.0,18.1,18.1,18.2,18.0,23.9,16.5,5.69,3.18,27.42,4.67,25047.177066,810670,390,1391509837,13915.09,15000.0,-0.55,1.0,-2.7,-2.17,-10.45,-9.5,-5.73,2004,8.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,19.1,17.59,17.88,18.5,17.9,18.36,36.9,0.09,0.98,-5.76,-1.98,2.06,25.86,-27.0
BARKAPOWER,Baraka Power Limited,Fuel and Power,Z,8.8,8.8,8.1,8.2,8.9,8.0,12.9,5.2,22.5,0.36,22.63,0.0,2072.0978168,3960764,1078,235465661,2354.66,4000.0,8.64,1.43,7.32,6.02,10.0,2.5300000000000002,-25.69,2011,3.50% 2024,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,8.22,11.6,16.54,7.9,10.6,15.5,17.9,-1.1,0.568,-19.27,-58.69,-68.0,45.19,-83.38
BATASHOE,Bata Shoe Company (Bangladesh) Limited,Tannery Industries,A,909.0,910.7,908.6,908.6,914.5,908.6,925.0,770.1,1068.94,0.85,188.72,3.08,12435.12,1454,107,13680000,136.8,200.0,0.23,0.2,4.76,4.53,11.77,11.88,-0.76,1985,248% 2025,Active,2026-07-30T09:27:36.187564,10.0,848.42,899.13,911.4,849.6,893.9,915.3,46.4,-0.04,0.993,-1.15,-8.97,39.12,12.73,-29.16
BATBC,British American Tobacco Bangladesh Company Limited,Food and Allied,A,252.3,252.3,250.7,251.0,255.0,245.3,309.7,205.8,23.19,10.81,102.5,1.21,136242.0,463787,3531,540000000,5400.0,5400.0,0.64,1.18,12.73,14.89,14.58,-6.28,-12.25,1977,30% 2025,Active,2026-07-30T09:27:36.187564,10.0,248.59,349.67,435.98,250.05,328.7,518.7,11.6,-1.35,0.486,-12.37,-51.36,-55.78,23.26,-72.39
BAYLEASING,Bay Leasing & Investment Limited,Financial Institutions,Z,5.1,5.1,5.2,5.3,5.5,5.1,6.6,2.5,0.0,-31.16,-25.2,0.0,718.5310592999999,328803,105,140888443,1408.88,3000.0,-1.92,2.03,13.33,10.87,10.87,36.84,15.56,2009,10% 2020,Active,2026-07-30T09:27:36.187564,10.0,4.23,7.98,15.63,4.4,6.1,11.3,23.8,-0.97,0.451,10.87,-78.66,-82.29,65.06,-93.17
BBS,Bangladesh Building Systems PLC.,Engineering,B,15.5,15.5,15.5,15.5,15.6,15.3,16.7,6.5,0.0,-0.59,10.74,0.0,2525.410846,990979,543,162929732,1629.3,5000.0,0.0,1.32,1.97,-3.73,33.62,76.14,43.52,2013,0.50% 2024,Active,2026-07-30T09:27:36.187564,10.0,11.25,13.62,17.1,10.9,12.0,16.9,42.0,-0.29,0.917,40.91,-28.24,-28.9,44.66,-79.59
BBSCABLES,BBS Cables PLC.,Engineering,B,22.5,22.5,22.7,22.8,22.9,22.2,26.8,11.6,0.0,-4.05,28.01,0.0,4763.4697575,1597915,976,211709767,2117.1,3000.0,-0.88,1.35,-2.6,-4.26,13.64,55.48,39.26,2017,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,18.18,24.93,36.69,16.7,19.3,39.55,33.8,-0.84,0.569,38.04,-54.91,-61.48,45.06,-83.64
BDAUTOCA,Bangladesh Autocars Ltd.,Engineering,B,210.2,210.2,211.1,211.1,214.9,208.2,269.0,95.0,1172.78,0.18,7.45,0.21,909.3279325999999,74357,727,4326013,43.26,100.0,-0.43,1.19,-2.1,-2.46,-10.52,70.24,106.76,1988,2% 2025,Active,2026-07-30T09:27:36.187564,10.0,157.18,124.93,131.29,135.3,119.4,132.6,95.0,2.48,1.585,101.73,50.9,52.98,51.99,-61.79
BDCOM,BDCOM Online Ltd.,IT Sector,A,32.7,32.7,32.8,33.0,33.3,32.6,36.8,22.0,38.14,0.86,15.58,2.12,2058.0681855000003,792244,756,62937865,629.38,1000.0,-0.3,1.24,-2.39,-1.8,14.74,26.15,38.4,2002,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,27.65,27.66,29.95,27.0,26.48,28.3,65.4,0.39,1.155,37.39,-4.36,34.02,39.4,-75.37
BDFINANCE,Bangladesh Finance PLC.,Financial Institutions,Z,13.8,13.8,13.6,13.8,13.9,13.5,17.9,8.9,11.43,1.19,-29.07,0.0,2597.6604846,1004842,359,188236267,1882.36,6000.0,1.47,1.23,8.66,2.99,15.0,10.57,23.64,2007,10% 2022,Active,2026-07-30T09:27:36.187564,10.0,12.86,15.82,28.32,13.0,13.25,19.8,35.1,-0.84,0.697,23.21,-68.71,-69.27,48.33,-89.37
BDLAMPS,Bangladesh Lamps PLC,Engineering,A,182.6,182.6,183.2,181.0,184.6,181.0,211.0,110.1,0.0,-6.22,39.93,0.86,1922.3903402,33945,289,10527877,105.28,500.0,-0.33,1.25,-2.67,2.13,-4.35,32.56,40.92,1981,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,154.32,144.95,182.76,149.0,132.1,171.52,54.9,-0.0,1.065,38.12,-23.98,14.1,43.58,-71.7
